MeltWater_F,MeltWater_Cl,sample
2.2191983830642554,2.0353547051535834,Ap1
2.242922006419848,2.060522726703405,Ap1
1.787590659039212,1.5891038666607935,Ap1
2.6639576472449438,2.518119293064465,Ap1
1.8078708951909752,1.609573569543473,Ap1
1.843391227503812,1.6455453087496397,Ap1
2.6891636009070643,2.5461667286204674,Ap1
3.103549384355506,3.017768066227351,Ap1
1.3476852924808336,1.157493951800577,Ap1
2.5057168201279416,2.343719831532213,Ap1
2.201586149247688,2.0167129199840867,Ap1
0.6956126723762189,0.5636060996590294,Ap1
2.886488390025725,2.7682701646072814,Ap1
3.5490421711084603,3.5468125547448217,Ap1
3.3538668091568233,3.3122203894622717,Ap1
0.6800906425087476,0.5501843635736603,Ap1
2.064562140372895,1.8729273359691576,Ap1
1.3295916769625529,1.1402583282896224,Ap1
2.3221835551121455,2.145088564670649,Ap1
1.520881467050473,1.3245651801907237,Ap1
6.7886179513459375,8.115864812396502,Ap1
3.2143635761045224,3.147231514497518,Ap1
3.69573701345351,3.726026590546087,Ap1
2.2968410237399612,2.1179700728357025,Ap1
3.8521622421089594,3.9198725678692723,Ap1
4.129813475808622,4.270958056518294,Ap1
2.452534089989415,2.2857585367699347,Ap1
1.6956550604353016,1.496934311139303,Ap1
1.7375571778071326,1.538815798748278,Ap1
2.212205147862922,2.027948305365861,Ap1
2.4685032158260305,2.303127980839141,Ap1
1.6722643477625674,1.473648148404345,Ap1
1.2282053793729626,1.0444535385015499,Ap1
1.9799921586674274,1.7852933452401367,Ap1
1.3704731314211425,1.1792603036709957,Ap1
1.8675829579041927,1.670131425281191,Ap1
1.5352413328134356,1.3385854822176109,Ap1
1.5226948006092569,1.3263342229616293,Ap1
4.438858907635243,4.672386489445888,Ap1
1.5238926625211695,1.327503050882301,Ap1
1.3967767729655582,1.2044665290375614,Ap1
3.890343744165831,3.967619339621773,Ap1
3.3245418518970205,3.2773522243199245,Ap1
2.1368681875140587,1.9485252776752848,Ap1
2.5823356967926046,2.4278003295208834,Ap1
5.009126844609424,5.443120432426416,Ap1
2.6286550647989695,2.478960521379285,Ap1
4.228940217557549,4.3984887477475105,Ap1
2.5217058314736938,2.361209722721079,Ap1
3.989807948815447,4.092798439675264,Ap1
1.4333314527847916,1.2396408817219782,Ap1
1.940699580627783,1.7448668068880517,Ap1
2.4260181259369706,2.256982941456475,Ap1
2.660798585325331,2.514609287255887,Ap1
1.7128643617259398,1.514109286455475,Ap1
2.6310580961523633,2.4816214692504728,Ap1
1.7425181010324273,1.5437884108066744,Ap1
3.660915136882307,3.6832602688743576,Ap1
3.246834116839296,3.1854341468122374,Ap1
2.1838612561999593,1.9979887137120134,Ap1
2.710839711891315,2.570345113021439,Ap1
2.5541738375000915,2.3968167655257333,Ap1
2.4094228145845156,2.2390150610683137,Ap1
2.686057069795362,2.54270602928164,Ap1
3.374126495864275,3.3363675185491286,Ap1
2.3196054904736214,2.1423264015361263,Ap1
3.2469190615865657,3.1855342460660623,Ap1
0.9890757645507546,0.8237917557715746,Ap1
1.320349288150296,1.1314702763601578,Ap1
4.123054478328863,4.262304366785135,Ap1
1.2253879345982333,1.041810069086548,Ap1
1.7809095426817825,1.5823712171741837,Ap1
2.0767975243062864,1.8856762923116295,Ap1
4.531463746231017,4.794879292240292,Ap1
4.924279468366864,5.325944734408395,Ap1
3.014222111112513,2.9144356361766066,Ap1
1.9139012450148671,1.717400849363376,Ap1
3.2188956172563525,3.1525563248624975,Ap1
4.491816103262856,4.742310224258233,Ap1
2.120661497167547,1.93152701376321,Ap1
4.9386970607537,5.345793318593428,Ap1
1.299392337447532,1.111583865982329,Ap1
1.5068845270280962,1.3109238596569923,Ap1
1.2773481113297467,1.090726295720566,Ap1
1.43050709088111,1.2369171827572003,Ap1
2.0706250799931767,1.8792425473014365,Ap1
7.948756198202569,10.107850602690686,Ap1
3.791109486492924,3.843876804826928,Ap1
0.6089710192358933,0.4891411867306904,Ap1
2.5771203244030993,2.4220554633772426,Ap1
1.7090131399799744,1.5102626138077284,Ap1
2.0406728702718375,1.8480864689663985,Ap1
4.766587760652466,5.110509369169158,Ap1
2.0893944994921245,1.8988205360614092,Ap1
3.2782824694124164,3.222549747873697,Ap1
2.0123176015850452,1.8186896107775865,Ap1
2.950167197128088,2.8409029839822795,Ap1
2.1058308234502197,1.9159991541829464,Ap1
2.384477305436702,2.2120667244290413,Ap1
1.3450148729168534,1.1549475463912684,Ap1
2.3524726901363393,2.1775988075480033,Ap1
2.1313758042161632,1.942761160143331,Ap1
3.8481470165476486,3.914861292866914,Ap1
2.1662880078694426,1.9794612035374402,Ap1
1.1813808444367224,1.0006538650716945,Ap1
2.869670875827833,2.749165843627265,Ap1
2.802357920207902,2.673026066542883,Ap1
2.8396308285937906,2.715122095714502,Ap1
4.350769074762934,4.556813143373826,Ap1
1.6135562972558488,1.4154972853007148,Ap1
1.79498270903365,1.5965592218252622,Ap1
3.1830155079034577,3.1104645493061236,Ap1
1.6747948922751739,1.4761641601022353,Ap1
4.924216039239385,5.325857468333127,Ap1
1.5074647286426868,1.3114888363929682,Ap1
3.6160303939250036,3.6283421596459706,Ap1
2.9429611717385926,2.8326602810533714,Ap1
3.2184746753312834,3.152061649980044,Ap1
2.0801096415474074,1.8891304826485809,Ap1
1.669678416254406,1.4710778760412409,Ap1
3.3133174611902856,3.2640323108207228,Ap1
1.7086816017092585,1.5099315515613092,Ap1
3.162185233524322,3.0860960032115297,Ap1
2.966200812628364,2.8592646787882003,Ap1
2.3004617426564296,2.1218399246020767,Ap1
0.9105641753735637,0.7530099922024693,Ap1
2.1916544175074466,2.006216693736861,Ap1
3.4947951837269335,3.4811694940186926,Ap1
2.3628236279540085,2.188733348319106,Ap1
2.9212751732039064,2.8078905375040013,Ap1
3.2683568198215065,3.210823128619591,Ap1
2.6008476474267996,2.448217157333977,Ap1
2.286230096219374,2.1066378718603147,Ap1
2.9426080156606096,2.832256472652118,Ap1
1.2106226085389236,1.0279732821540184,Ap1
2.7987677501376,2.668979784020476,Ap1
1.1939402380079776,1.012373998627929,Ap1
3.575641706765341,3.5791241245340317,Ap1
2.152670928325278,1.965129704210979,Ap1
1.350002289702767,1.1597040810841586,Ap1
1.3976523138974253,1.2053070431386366,Ap1
3.346983346922562,3.3040268775463932,Ap1
2.4926189287410616,2.32941456650767,Ap1
2.049340523169711,1.8570915633669631,Ap1
3.9821193086652475,4.083080887428951,Ap1
2.9026834645112283,2.7866981943738556,Ap1
4.6647244025104735,4.97295071980726,Ap1
3.20132256395165,3.1319224758515505,Ap1
2.2646402298686397,2.0836211556975432,Ap1
2.134363639422909,1.945896376184782,Ap1
3.378120503609395,3.3411334751760022,Ap1
3.2395952709679046,3.1769069088131223,Ap1
2.543388082863993,2.3849746709037998,Ap1
2.3851577878441828,2.212800879000242,Ap1
1.4777480010585198,1.2826057904934816,Ap1
3.452107153961332,3.429752245998626,Ap1
1.8332145518670289,1.6352237654351818,Ap1
2.4860983508418464,2.32230034644351,Ap1
1.4693507960265326,1.2744641145382487,Ap1
2.8294472240644835,2.7036048323755764,Ap1
3.0506682778936876,2.9564851728766786,Ap1
1.5677241989283057,1.3703944688769039,Ap1
2.3470182258500296,2.1717364537840362,Ap1
2.540569863150939,2.381882662296598,Ap1
2.3040540214716616,2.1256808955385456,Ap1
4.67707377556416,4.989560838408916,Ap1
2.9971936769587812,2.8948415607034206,Ap1
1.8618347390944687,1.6642831239171967,Ap1
2.6331446013540867,2.4839324602591475,Ap1
2.205575519621743,2.020932301462363,Ap1
1.1896026539014484,1.008323947174466,Ap1
2.2680248180152898,2.087225817450912,Ap1
3.186749296187403,3.1148378398918637,Ap1
3.6250876916070887,3.6394053368513224,Ap1
3.343166735603251,3.2994862450288673,Ap1
1.2535022609055642,1.0682342445971926,Ap1
2.1125304034449264,1.9230104614928836,Ap1
3.8654185808869346,3.936430687829172,Ap1
1.6658397519135697,1.467263963765981,Ap1
2.243260680587318,2.060882499142588,Ap1
1.9549527989064241,1.75951007350817,Ap1
0.9412978262596395,0.780617716235171,Ap1
1.9608821484099974,1.765608825686228,Ap1
2.5936746067166934,2.440301301579957,Ap1
1.8393083853490488,1.6414028485931635,Ap1
1.7772833816561955,1.5787193471106176,Ap1
1.8309287077124499,1.6329070968649648,Ap1
1.5828561946230189,1.385257060458518,Ap1
3.08351926633813,2.994517712049363,Ap1
2.7855993210095207,2.654151098381146,Ap1
4.240743494143801,4.413751198805762,Ap1
2.7518233317677288,2.6162081277296854,Ap1
5.779381107201318,6.54820412207195,Ap1
2.8077490898876665,2.6791049477266204,Ap1
13.719711956987318,15.0,Ap1
2.955932669956368,2.847502196360234,Ap1
4.21995831648114,4.3868855290670234,Ap1
1.418334347204858,1.225189748679332,Ap1
1.1800775528197556,0.9994388391421212,Ap1
3.4355318668987325,3.4098441051365116,Ap1
0.8266336844192682,0.6782801454067852,Ap1
2.4921629969011128,2.3289169654050075,Ap1
5.554874053704099,6.218275535432525,Ap1
1.8156681385855329,1.6174568742551545,Ap1
4.488786302082244,4.738300711662667,Ap1
3.079203198493731,2.989513793430399,Ap1
3.0845777328951796,2.9957451933006563,Ap1
3.12016337368922,3.0370880875512642,Ap1
2.8570246390136225,2.734821460558473,Ap1
2.758514337291997,2.6237141557157986,Ap1
1.616826685184231,1.4187255171714876,Ap1
1.2504718788630855,1.065381141200876,Ap1
3.6418271096900727,3.659876913691819,Ap1
3.6332062726213192,3.6493299616734967,Ap1
2.952968265683747,2.8441086345862536,Ap1
2.000877800950102,1.8068566360836424,Ap1
1.5027388580208885,1.306888194089152,Ap1
2.0146495091030325,1.8211035728101848,Ap1
4.008418678655354,4.116348821772684,Ap1
2.2703654431348346,2.0897194206255656,Ap1
3.219336799582713,3.153074807364092,Ap1
2.7923920498088046,2.6617977474445773,Ap1
3.3980207687342237,3.3649073739214828,Ap1
2.009823320462468,1.816108277124134,Ap1
3.635769945964133,3.652465527512704,Ap1
1.3863705176034322,1.1944839889760832,Ap1
2.856802314007301,2.7345694463794734,Ap1
3.433214479189589,3.407063273963574,Ap1
1.685884094074706,1.487198898476542,Ap1
5.35263542631206,5.926641423365315,Ap1
2.7437547014470076,2.607163539974807,Ap1
2.2557306116271736,2.0741386343359465,Ap1
6.088994542983594,7.014134163342442,Ap1
2.2251425925084547,2.0416546193735825,Ap1
1.3951119964560064,1.202868620046198,Ap1
2.140508110584554,1.9523472461006381,Ap1
3.2007596218033307,3.1312620700351323,Ap1
2.207058578991138,2.0225013451588745,Ap1
3.7691309376644972,3.8166247858487137,Ap1
4.270973646646973,4.452915791866525,Ap1
2.7272238741751016,2.588656662071528,Ap1
2.192205613903697,2.0067989146604868,Ap1
2.6979853889684926,2.5560003470180503,Ap1
2.4481734971281455,2.281020722804413,Ap1
2.372516385706164,2.199171220516928,Ap1
2.61189821839637,2.4604237459056826,Ap1
0.9145165763021034,0.7565531402857577,Ap1
2.2599752472479926,2.0786550462245477,Ap1
2.4451911008511393,2.277781602758957,Ap1
3.52188038946845,3.513902261398457,Ap1
1.5344463765046132,1.3378086553464545,Ap1
2.9233859696703592,2.810299110648208,Ap1
3.464533798239337,3.4446983259204464,Ap1
3.3964430189937165,3.363020847073027,Ap1
3.72216076738138,3.7585724513607794,Ap1
2.476650151933716,2.3120007363537294,Ap1
5.09086497314825,5.556841482015772,Ap1
3.1053561171203383,3.0198675354437823,Ap1
3.4157405080050904,3.3861146853719446,Ap1
1.530017960292445,1.3334826655668754,Ap1
2.6739216394562453,2.529197755137497,Ap1
1.3449324714711455,1.1548689860624863,Ap1
8.245374218497982,10.654319169825948,Ap1
2.797783439641427,2.6678706815855833,Ap1
3.2692321447634662,3.2118568221320887,Ap1
2.8836501026779504,2.7650436485850713,Ap1
2.304387374628253,2.1260374031740343,Ap1
3.1781918248799195,3.1048170664131525,Ap1
1.8402500308866563,1.642358066100658,Ap1
2.5943591242832835,2.4410564482118295,Ap1
2.8833416172185045,2.7646930235434035,Ap1
2.9543871656327974,2.8457328228262724,Ap1
3.5476212608967987,3.545088813347372,Ap1
3.4935300735619728,3.479642662582217,Ap1
3.4803938427426955,3.4637997630549036,Ap1
2.9193678626737114,2.805714597829971,Ap1
2.0022229826563254,1.8082472427569785,Ap1
3.006849028592884,2.9059475706238036,Ap1
